Longitude,Latitude,datetime,UHI Index,geometry,distancia_Bronx,distancia_Manhattan,air_temp,HR,wind_speed,wind_dir,solar_flux,B01,B02,B03,B04,B05,B06,B07,B08,B8A,B09,B11,B12,LST,NDVI,NDBI,NDWI,SWIR_Diff
-73.92323333,40.84338667,2021-07-24 15:48:00,0.999636275,POINT (-73.92323333 40.84338667),0.7096983475512348,0.1379309136659964,27.16840077049029,47.70183569821293,3.3297635312967784,156.34268699709847,517.4607460797258,1227.0,1227.0,1076.0,1243.0,1319.0,2248.0,2400.0,2568.0,1860.0,2354.0,2296.0,2244.0,41.84,0.3477,-0.0559,-0.4094,52.0
-73.92323167,40.84336167,2021-07-24 15:48:00,1.008291135,POINT (-73.92323167 40.84336167),0.7095486040314818,0.1381685121227474,27.16828486746875,47.701935796276985,3.3297793362542616,156.34874556413348,517.4032160344891,1227.0,1227.0,1427.0,1591.0,1866.0,2248.0,2400.0,2568.0,2330.0,2354.0,2296.0,2244.0,41.84,0.2349,-0.0559,-0.2856,52.0
-73.92323,40.84333833,2021-07-24 15:48:00,1.008291135,POINT (-73.92323 40.84333833),0.7094091926992236,0.13838995398715437,27.16817688011088,47.702029058086055,3.329794061803062,156.35439035784026,517.3496150368559,1227.0,1227.0,1427.0,1591.0,1866.0,2248.0,2400.0,2568.0,2330.0,2354.0,2296.0,2244.0,41.84,0.2349,-0.0559,-0.2856,52.0
-73.923205,40.84323,2021-07-24 15:48:00,0.999636275,POINT (-73.923205 40.84323),0.7088245198515835,0.13936487751051307,27.167704182231777,47.70243729716346,3.3298585206047573,156.3790995651569,517.114984998684,1227.0,1227.0,1680.0,1878.0,2024.0,2996.0,3000.0,3028.0,2506.0,3082.0,2296.0,2802.0,41.84,0.2345,-0.1375,-0.2864,-506.0
-73.92319667,40.84317167,2021-07-24 15:48:00,1.00612742,POINT (-73.92319667 40.84317167),0.7084903987997027,0.13990533206168287,27.167441471157993,47.702664183999914,3.3298943448420917,156.39283218946846,516.9845847747862,1227.0,1227.0,1937.0,2160.0,2302.0,2996.0,3000.0,3028.0,2688.0,3082.0,2296.0,2802.0,42.03,0.1674,-0.1375,-0.2197,-506.0
-73.92316833,40.84308,2021-07-24 15:48:00,1.008411341,POINT (-73.92316833 40.84308),0.7080201031645004,0.140707783669202,27.167053858162458,47.70299894067788,3.329947201159665,156.41309377787152,516.7921877788198,1227.0,1227.0,2882.0,3026.0,3154.0,2930.0,3266.0,3248.0,3504.0,3282.0,2296.0,3332.0,42.0,0.0354,-0.1718,-0.05972,-1036.0
-73.92315833,40.84304167,2021-07-24 15:48:00,1.006247626,POINT (-73.92315833 40.84304167),0.7078163978512209,0.14104886805656813,27.166888866304923,47.703141433645754,3.329969700049329,156.42171835224258,516.7102918204445,1227.0,1227.0,2882.0,3026.0,3154.0,2930.0,3266.0,3248.0,3504.0,3282.0,2296.0,3332.0,42.0,0.0354,-0.1718,-0.05972,-1036.0
-73.923145,40.843,2021-07-24 15:48:00,1.006247626,POINT (-73.923145 40.843),0.7076036637681826,0.14141206271780393,27.166713598282374,47.7032928014834,3.3299936002342223,156.43088008978498,516.6232951474332,1337.0,1337.0,1735.0,1775.0,2048.0,1992.0,2038.0,2168.0,2244.0,2192.0,2236.0,2442.0,42.0,0.0997,0.01544,-0.1109,-206.0
-73.9231,40.84289667,2021-07-24 15:48:00,1.004083911,POINT (-73.9231 40.84289667),0.7071183740275422,0.14227560958508267,27.166298903188384,47.703650947246395,3.33005014956522,156.45255733333437,516.4174555825989,1337.0,1337.0,1077.0,1234.0,1394.0,1532.0,1614.0,1754.0,1540.0,1790.0,2236.0,2142.0,42.4,0.1741,0.1208,-0.239,94.0
-73.923075,40.84283833,2021-07-24 15:48:00,1.004083911,POINT (-73.923075 40.84283833),0.7068421548887494,0.14276413022629109,27.16606432132142,47.70385354067695,3.330082138001625,156.46481956728945,516.3010176740864,1337.0,1337.0,1077.0,1234.0,1394.0,1532.0,1614.0,1754.0,1540.0,1790.0,2236.0,2142.0,42.4,0.1741,0.1208,-0.239,94.0
-73.92304333,40.84277167,2021-07-24 15:48:00,1.001920197,POINT (-73.92304333 40.84277167),0.7065370817377539,0.14331249854120798,27.16580157615959,47.70408045695308,3.3301179668873284,156.47855397347587,516.1706005301246,1337.0,1337.0,1019.0,1087.0,1189.0,1532.0,1614.0,1754.0,1416.0,1790.0,2236.0,2142.0,42.4,0.2349,0.1208,-0.2651,94.0
-73.923015,40.842695,2021-07-24 15:48:00,1.001920197,POINT (-73.923015 40.842695),0.7061561502149708,0.14396783641918343,27.16548634196849,47.70435270466358,3.3301609533679333,156.49503212437432,516.0141297407235,1337.0,1337.0,1610.0,1801.0,1896.0,2094.0,2112.0,2246.0,2304.0,2224.0,2236.0,2368.0,42.4,0.1099,-0.002232,-0.1649,-132.0
-73.92298833,40.842615,2021-07-24 15:48:00,1.006247626,POINT (-73.92298833 40.842615),0.705747395858459,0.1446602353178631,27.165152948766682,47.704640635156046,3.3302064160772713,156.51245949628716,515.8486454787343,1337.0,1337.0,2068.0,2156.0,2312.0,2094.0,2112.0,2246.0,2552.0,2224.0,2236.0,2368.0,42.5,0.02046,-0.002232,-0.0413,-132.0
-73.922955,40.84252833,2021-07-24 15:48:00,1.006247626,POINT (-73.922955 40.84252833),0.7053194648884897,0.1453962680490095,27.164799371323884,47.704945997493006,3.330254631183107,156.53094195352432,515.6731424934907,1337.0,1337.0,2012.0,2182.0,2260.0,2230.0,2340.0,2264.0,2500.0,2308.0,2236.0,2652.0,42.5,0.01843,-0.00622,-0.05893,-416.0
-73.92292333,40.84244667,2021-07-24 15:48:00,1.001920197,POINT (-73.92292333 40.84244667),0.7049162194932288,0.14608854345164912,27.16446698077659,47.70523306205658,3.330299957166828,156.54831691395077,515.5081559127457,1318.0,1318.0,1262.0,1412.0,1575.0,1672.0,1722.0,1846.0,1687.0,1814.0,2016.0,2048.0,42.5,0.1332,0.044,-0.1879,-32.0
-73.92289667,40.84236167,2021-07-24 15:48:00,1.001920197,POINT (-73.92289667 40.84236167),0.7044729812628386,0.14682831893467485,27.164110934264677,47.70554055677142,3.330348508963908,156.56692843616474,515.331427371375,1318.0,1318.0,1362.0,1549.0,1600.0,1784.0,1677.0,1908.0,1769.0,1996.0,2016.0,2124.0,42.03,0.1039,0.02753,-0.167,-108.0
-73.92287,40.84227667,2021-07-24 15:48:00,1.001920197,POINT (-73.92287 40.84227667),0.704028838684021,0.14756771679033975,27.163755216046425,47.705847767959895,3.330397015993669,156.58552279757313,515.1548617830447,1318.0,1318.0,1692.0,1698.0,1734.0,1784.0,1677.0,1908.0,2116.0,1996.0,2016.0,2124.0,42.03,0.05823,0.02753,-0.06,-108.0
-73.92283833,40.84219,2021-07-24 15:48:00,1.001920197,POINT (-73.92283833 40.84219),0.7035908765299074,0.1483073392037687,27.163400204338426,47.70615436898045,3.3304454266811234,156.60408022776403,514.9786468807101,1318.0,1318.0,2048.0,2058.0,2220.0,2038.0,2056.0,2184.0,2324.0,2262.0,2016.0,2472.0,42.03,0.02972,-0.04,-0.03214,-456.0
-73.9228,40.84210333,2021-07-24 15:48:00,1.006247626,POINT (-73.9228 40.84210333),0.7031754166439753,0.1490257703262453,27.16305650362132,47.70645120141795,3.3304922949607287,156.6220464016127,514.8080463429473,1318.0,1318.0,1247.0,1357.0,1537.0,2038.0,2056.0,2184.0,1788.0,2262.0,2016.0,2472.0,41.75,0.2336,-0.04,-0.273,-456.0
-73.92275667,40.84201667,2021-07-24 15:48:00,1.006247626,POINT (-73.92275667 40.84201667),0.7027764833178956,0.1497279930547455,27.162721441622917,47.70674057314385,3.330537985233239,156.6395610060748,514.6417337510113,1318.0,1318.0,1369.0,1623.0,1678.0,2038.0,2056.0,2184.0,2002.0,2262.0,2016.0,2472.0,41.75,0.1473,-0.04,-0.2295,-456.0
-73.92271,40.841935,2021-07-24 15:48:00,1.001920197,POINT (-73.92271 40.841935),0.7024198851164215,0.15037101169674372,27.1624156292078,47.70700468386599,3.3305796869262094,156.65554665504692,514.4899395885977,1318.0,1318.0,1369.0,1623.0,1678.0,2038.0,2056.0,2184.0,2002.0,2262.0,2016.0,2472.0,41.75,0.1473,-0.04,-0.2295,-456.0
-73.92267167,40.841855,2021-07-24 15:48:00,1.001920197,POINT (-73.92267167 40.841855),0.7020434900089285,0.15102353301830151,27.16210418087404,47.707273661972415,3.3306221571535404,156.67182690885716,514.3353479611129,1548.0,1548.0,1436.0,1581.0,1726.0,1636.0,2034.0,2216.0,1965.0,2272.0,2434.0,2388.0,41.47,0.1672,0.0469,-0.2136,46.0
-73.92264,40.84177833,2021-07-24 15:48:00,1.001920197,POINT (-73.92264 40.84177833),0.7016640726156786,0.15166439670186294,27.161797599695472,47.707538436626635,3.3306639636778907,156.68785274319117,514.1831722124803,1612.0,1612.0,1449.0,1530.0,1720.0,1822.0,1895.0,2032.0,2009.0,2056.0,2452.0,2066.0,41.47,0.141,0.0937,-0.1675,386.0
-73.92261167,40.84170333,2021-07-24 15:48:00,1.001920197,POINT (-73.92261167 40.84170333),0.7012828346711035,0.15229929768372374,27.161493564074533,47.70780101284472,3.330705423080746,156.70374551428583,514.0322599860859,1612.0,1612.0,1819.0,1897.0,2094.0,2192.0,2148.0,2320.0,2250.0,2308.0,2452.0,2504.0,41.94,0.10034,0.02766,-0.12103,-52.0
-73.92258333,40.84163,2021-07-24 15:48:00,0.999756482,POINT (-73.92258333 40.84163),0.7009115641141701,0.1529177350203782,27.161197593620685,47.70805662369122,3.3307457826880884,156.71921669710056,513.8853510153582,1612.0,1612.0,1925.0,2144.0,2312.0,2192.0,2148.0,2320.0,2564.0,2308.0,2452.0,2504.0,41.94,0.03943,0.02766,-0.0931,-52.0
-73.92255,40.841555,2021-07-24 15:48:00,0.999756482,POINT (-73.92255 40.841555),0.7005461580370669,0.1535362228757885,27.160902316245956,47.7083116359694,3.330786047784643,156.73465165077965,513.7387860639012,1612.0,1612.0,1398.0,1529.0,1622.0,2276.0,2400.0,2396.0,2007.0,2436.0,2452.0,2720.0,41.9,0.221,0.01155,-0.263,-268.0
-73.9225,40.84148333,2021-07-24 15:48:00,0.999756482,POINT (-73.9225 40.84148333),0.700259091067718,0.1540695239032368,27.160650450740516,47.70852915617865,3.3308203930808387,156.74781734765483,513.6137691857473,1612.0,1612.0,1264.0,1284.0,1531.0,2276.0,2400.0,2396.0,1802.0,2436.0,2452.0,2720.0,41.9,0.3022,0.01155,-0.3093,-268.0
-73.92245333,40.84141333,2021-07-24 15:48:00,0.999756482,POINT (-73.92245333 40.84141333),0.6999701793920661,0.15459675195431688,27.160401119719516,47.70874448751496,3.33085439276552,156.76085056011607,513.4900103335063,1612.0,1612.0,1473.0,1619.0,2009.0,1846.0,2016.0,2070.0,2198.0,2062.0,2452.0,2250.0,41.9,0.1223,0.08453,-0.1685,202.0
-73.92240667,40.84134833,2021-07-24 15:48:00,0.999756482,POINT (-73.92240667 40.84134833),0.6997124727842425,0.15507534949360569,27.160175332405466,47.70893948564983,3.3308851819447094,156.7726530788053,513.3779377212576,1495.0,1495.0,1802.0,2054.0,2488.0,2450.0,2472.0,2618.0,2640.0,2612.0,2382.0,2796.0,41.9,0.1207,-0.0472,-0.1846,-414.0
-73.92235667,40.84129,2021-07-24 15:48:00,0.999756482,POINT (-73.92235667 40.84129),0.6995083956905326,0.15547862454761463,27.159986393732744,47.709102659958084,3.3309109463091713,156.7825294185157,513.2841554346161,1495.0,1495.0,1458.0,1645.0,2066.0,2450.0,2472.0,2618.0,2610.0,2612.0,2382.0,2796.0,42.34,0.2281,-0.0472,-0.2847,-414.0
-73.922305,40.84124167,2021-07-24 15:48:00,0.995429052,POINT (-73.922305 40.84124167),0.6993738074510839,0.15577982774057375,27.159847005982154,47.70922304028814,3.330929953729706,156.78981559638717,513.2149684238714,1495.0,1495.0,1458.0,1645.0,2066.0,2450.0,2472.0,2618.0,2610.0,2612.0,2382.0,2796.0,42.34,0.2281,-0.0472,-0.2847,-414.0
-73.92225667,40.84119833,2021-07-24 15:49:00,0.995429052,POINT (-73.92225667 40.84119833),0.6992593180385629,0.1560432326868889,27.125130084169207,47.8002745441645,3.292839586249119,159.361053645711,473.79878507212635,1495.0,1495.0,1573.0,1798.0,2142.0,2630.0,2884.0,2866.0,2804.0,2782.0,2382.0,3192.0,42.34,0.229,-0.0922,-0.2913,-810.0
-73.92221667,40.841155,2021-07-24 15:49:00,0.995429052,POINT (-73.92221667 40.841155),0.6991157958895875,0.15633279442070847,27.12497026470138,47.800409776021915,3.2928949083726007,159.3687372739723,473.71758448866075,1495.0,1495.0,1573.0,1798.0,2142.0,2630.0,2884.0,2866.0,2804.0,2782.0,2382.0,3192.0,42.34,0.229,-0.0922,-0.2913,-810.0
-73.92219,40.84111833,2021-07-24 15:49:00,0.995429052,POINT (-73.92219 40.84111833),0.698969419889884,0.1566005896364684,27.12482098986143,47.80053608550186,3.2929465804325817,159.37591394896964,473.641741387289,1495.0,1495.0,1325.0,1529.0,1826.0,2104.0,2172.0,2352.0,2556.0,2414.0,2382.0,2370.0,42.34,0.2122,0.006336,-0.2793,12.0
-73.92217,40.84109,2021-07-24 15:49:00,0.988937907,POINT (-73.92217 40.84109),0.6988540745880649,0.15680931243066765,27.124704532528796,47.800634626321795,3.292986892586187,159.3815128591927,473.58257210405174,1495.0,1495.0,1325.0,1529.0,1826.0,2104.0,2172.0,2352.0,2556.0,2414.0,2382.0,2370.0,42.34,0.2122,0.006336,-0.2793,12.0
-73.92215667,40.84107167,2021-07-24 15:49:00,0.988937907,POINT (-73.92215667 40.84107167),0.6987806819565776,0.15694306861000373,27.124629974774958,47.80069771365195,3.293012701039437,159.38509736658852,473.5446910298924,1495.0,1495.0,1325.0,1529.0,1826.0,2104.0,2172.0,2352.0,2556.0,2414.0,2382.0,2370.0,42.34,0.2122,0.006336,-0.2793,12.0
-73.92201833,40.84106167,2021-07-24 15:49:00,0.995429052,POINT (-73.92201833 40.84106167),0.6991863911200484,0.15659608233127853,27.12484735860053,47.80051377349186,3.2929374527921245,159.37464622112833,473.6551387351159,1280.0,1280.0,1361.0,1447.0,1888.0,1716.0,1780.0,1868.0,1981.0,1877.0,2006.0,1917.0,42.34,0.127,0.0356,-0.1571,89.0
-73.922,40.84107667,2021-07-24 15:49:00,0.995429052,POINT (-73.922 40.84107667),0.6993460600772623,0.15639301485010404,27.12496592932962,47.800413444413394,3.29289640907821,159.3689457053068,473.7153817863177,1280.0,1280.0,1361.0,1447.0,1888.0,1716.0,1780.0,1868.0,1981.0,1877.0,2006.0,1917.0,42.34,0.127,0.0356,-0.1571,89.0
-73.92178167,40.84126667,2021-07-24 15:49:00,1.002040403,POINT (-73.92178167 40.84126667),0.7013214074188124,0.15386486043233405,27.126441753764524,47.79916466989155,3.292385546773818,159.29799260747473,474.4652141242072,1280.0,1280.0,1117.0,1384.0,1443.0,1895.0,2376.0,2452.0,2436.0,2426.0,2006.0,2492.0,42.66,0.2783,-0.1001,-0.3743,-486.0
-73.92173833,40.84130667,2021-07-24 15:49:00,0.999876688,POINT (-73.92173833 40.84130667),0.7017283488212753,0.15334096531936914,27.12674755759864,47.79890591280115,3.2922796916004713,159.28329050006545,474.6205859953084,1280.0,1280.0,984.0,1171.0,1233.0,1598.0,1881.0,2060.0,2336.0,2090.0,2006.0,2072.0,42.66,0.2751,-0.01328,-0.3535,-66.0
-73.921715,40.841325,2021-07-24 15:49:00,0.999876688,POINT (-73.921715 40.841325),0.7019265922075907,0.15308971866702625,27.126894578858476,47.798781510196676,3.2922287996259127,159.2762221702656,474.69528410463323,1280.0,1280.0,984.0,1171.0,1233.0,1598.0,1881.0,2060.0,2336.0,2090.0,2006.0,2072.0,42.62,0.2751,-0.01328,-0.3535,-66.0
-73.92150667,40.841505,2021-07-24 15:49:00,1.010695263,POINT (-73.92150667 40.841505),0.7038028098152921,0.15068892739371265,27.128298420180553,47.797593644462616,3.291742854552886,159.20872979901196,475.40854348404184,1376.0,1376.0,1230.0,1399.0,1547.0,1890.0,2216.0,2202.0,2156.0,2356.0,2242.0,2340.0,42.75,0.223,0.009,-0.2832,-98.0
-73.921485,40.84154167,2021-07-24 15:49:00,1.015022692,POINT (-73.921485 40.84154167),0.7041146645828078,0.15026673557728987,27.12854353514069,47.79738623949635,3.2916580070666845,159.19694542592842,475.53308073878867,1376.0,1376.0,950.5,1048.0,1188.0,1612.0,1747.0,1840.0,1559.0,1748.0,2242.0,1930.0,42.75,0.2742,0.0985,-0.3188,312.0
-73.92145833,40.841585,2021-07-24 15:49:00,1.015022692,POINT (-73.92145833 40.841585),0.7044867510967803,0.14976443378285886,27.128835355518927,47.79713931456091,3.291556992320371,159.18291560005153,475.68134793865545,1376.0,1376.0,1144.0,1311.0,1423.0,1353.0,1648.0,1724.0,1973.0,1579.0,2242.0,1918.0,42.75,0.136,0.1306,-0.2023,324.0
-73.92143,40.841635,2021-07-24 15:49:00,1.015022692,POINT (-73.92143 40.841635),0.7049078083407203,0.14919269506045707,27.129167362479592,47.796858385594184,3.291442066833988,159.16695372694272,475.8500330136693,1376.0,1376.0,1144.0,1311.0,1423.0,1353.0,1648.0,1724.0,1973.0,1579.0,2242.0,1918.0,42.5,0.136,0.1306,-0.2023,324.0
-73.92138667,40.84168833,2021-07-24 15:49:00,1.015022692,POINT (-73.92138667 40.84168833),0.7054013507280721,0.14854059328270675,27.12954758804302,47.79653665627129,3.291310450292801,159.1486736517779,476.04321684801124,1376.0,1376.0,1050.0,1249.0,1314.0,1353.0,1648.0,1724.0,1662.0,1579.0,2242.0,1918.0,42.5,0.1598,0.1306,-0.2429,324.0
-73.921335,40.84174833,2021-07-24 15:49:00,1.008531548,POINT (-73.921335 40.84174833),0.7059665220034381,0.1477974995361757,27.129981332288725,47.796169641909536,3.2911603080539016,159.1278205630418,476.2635922897744,1376.0,1376.0,1050.0,1249.0,1314.0,1353.0,1648.0,1724.0,1662.0,1579.0,2242.0,1918.0,42.5,0.1598,0.1306,-0.2429,324.0
-73.92128667,40.84181,2021-07-24 15:49:00,1.008531548,POINT (-73.92128667 40.84181),0.7065312193006485,0.1470491240101035,27.130417870930966,47.79580026305841,3.2910091985238963,159.10683312831893,476.4853874999256,1345.0,1345.0,882.0,987.0,1043.0,1614.0,1546.0,1525.0,1336.0,1736.0,2324.0,1836.0,42.9,0.2141,0.2076,-0.267,488.0
-73.92124667,40.841865,2021-07-24 15:49:00,1.010695263,POINT (-73.92124667 40.841865),0.707024311895674,0.14639169616321068,27.130801202126477,47.79547590589298,3.2908765069562183,159.08840374391917,476.6801492342623,1345.0,1345.0,1084.0,1262.0,1316.0,1614.0,1546.0,1525.0,1665.0,1736.0,2324.0,1836.0,42.53,0.09436,0.2076,-0.1691,488.0
-73.92120667,40.84191333,2021-07-24 15:49:00,1.010695263,POINT (-73.92120667 40.84191333),0.7074740570943225,0.14579833469517767,27.13114779433741,47.79518263556065,3.290756532729359,159.07174065685538,476.8562447383523,1345.0,1345.0,1084.0,1262.0,1316.0,1614.0,1546.0,1525.0,1665.0,1736.0,2324.0,1836.0,42.53,0.09436,0.2076,-0.1691,488.0
-73.92118,40.84195833,2021-07-24 15:49:00,1.008531548,POINT (-73.92118 40.84195833),0.7078569326699597,0.14527998635136952,27.131449626410053,47.794927239191495,3.2906520523965193,159.05722949951652,477.0095986491095,1372.0,1372.0,1195.0,1315.0,1506.0,1450.0,1477.0,1460.0,1856.0,1684.0,2112.0,1904.0,42.53,0.05225,0.1825,-0.0998,208.0
-73.92115,40.841995,2021-07-24 15:49:00,1.008531548,POINT (-73.92115 40.841995),0.7081969821540961,0.14483090109793006,27.131712067038407,47.79470517404442,3.290561207563628,159.04461216161502,477.1429386760526,1372.0,1372.0,1195.0,1315.0,1506.0,1450.0,1477.0,1460.0,1856.0,1684.0,2112.0,1904.0,42.53,0.05225,0.1825,-0.0998,208.0
-73.92107,40.84212667,2021-07-24 15:49:00,1.010695263,POINT (-73.92107 40.84212667),0.7093238400101869,0.14330787348580287,27.132599903295798,47.79395392798047,3.290253879628377,159.00192772616347,477.5940277899044,1372.0,1372.0,1379.0,1622.0,1652.0,1980.0,1914.0,1984.0,2172.0,2192.0,2112.0,2658.0,42.53,0.1004,0.03125,-0.1798,-546.0
-73.921045,40.842175,2021-07-24 15:49:00,1.010695263,POINT (-73.921045 40.842175),0.7097225920343997,0.14276293161236908,27.13291731955651,47.79368534499064,3.2901440047689,158.9866673290139,477.75529966698116,1372.0,1372.0,1379.0,1622.0,1652.0,1980.0,1914.0,1984.0,2172.0,2192.0,2112.0,2658.0,42.34,0.1004,0.03125,-0.1798,-546.0
-73.92103833,40.84221667,2021-07-24 15:49:00,1.008531548,POINT (-73.92103833 40.84221667),0.7100157496280906,0.14234113286935735,27.13316150474999,47.79347872675001,3.2900594791250026,158.97492765625037,477.87936452874624,1372.0,1372.0,1497.0,1679.0,1729.0,1574.0,1934.0,2033.0,2168.0,1944.0,2112.0,2314.0,42.34,0.09534,0.01906,-0.1519,-202.0
-73.92101833,40.84230167,2021-07-24 15:49:00,1.004204118,POINT (-73.92101833 40.84230167),0.7106352725278327,0.14146004764637687,27.133672539873732,47.793046312414525,3.2898825823514,158.9503586599166,478.1390096820016,1372.0,1372.0,1497.0,1673.0,1990.0,1978.0,2192.0,2264.0,2412.0,2206.0,2112.0,2814.0,42.34,0.1501,-0.03473,-0.204,-702.0
-73.92098333,40.84235,2021-07-24 15:49:00,1.004204118,POINT (-73.92098333 40.84235),0.7110679282014738,0.140882837542062,27.134010200509724,47.79276059956869,3.2897656998235565,158.93412497549397,478.3105672589799,1372.0,1372.0,1497.0,1673.0,1990.0,1978.0,2192.0,2264.0,2412.0,2206.0,2112.0,2814.0,42.34,0.1501,-0.03473,-0.204,-702.0
-73.92094167,40.842405,2021-07-24 15:49:00,0.999876688,POINT (-73.92094167 40.842405),0.7115665211875593,0.14022005966758233,27.134398239340726,47.792432259019385,3.289631378689749,158.91546926246508,478.5077208342691,1372.0,1372.0,1593.0,1843.0,1929.0,1978.0,2192.0,2264.0,2320.0,2206.0,2112.0,2814.0,42.28,0.1025,-0.03473,-0.1741,-702.0
-73.92090333,40.84246,2021-07-24 15:49:00,0.999876688,POINT (-73.92090333 40.84246),0.7120537915185525,0.139567990638367,27.134779827556624,47.79210937668286,3.28949929046117,158.89712367516248,478.70159700088294,1372.0,1372.0,1593.0,1843.0,1929.0,1978.0,2192.0,2264.0,2320.0,2206.0,2112.0,2814.0,42.28,0.1025,-0.03473,-0.1741,-702.0
-73.92086333,40.84251833,2021-07-24 15:49:00,0.995549258,POINT (-73.92086333 40.84251833),0.7125682959496089,0.13887857361478728,27.135183365091663,47.79176792184551,3.2893596043913473,158.87772283213155,478.90662511003364,1320.0,1320.0,2042.0,2236.0,2324.0,2240.0,2324.0,2394.0,2502.0,2336.0,2062.0,2998.0,42.28,0.03412,-0.0745,-0.07935,-936.0
-73.92082167,40.84257667,2021-07-24 15:49:00,0.995549258,POINT (-73.92082167 40.84257667),0.7130885124133036,0.1381836999772449,27.13559042696063,47.791423484879466,3.2892186983597824,158.8581525499698,479.1134438519193,1320.0,1320.0,1960.0,2132.0,2384.0,2240.0,2324.0,2394.0,2628.0,2336.0,2062.0,2998.0,42.28,0.05786,-0.0745,-0.09973,-936.0
-73.92077833,40.84263333,2021-07-24 15:49:00,0.999876688,POINT (-73.92077833 40.84263333),0.7136035617845944,0.13749953584521268,27.13599165971946,47.79108398023739,3.289079810097112,158.83886251348773,479.31730095746167,1320.0,1320.0,1960.0,2132.0,2384.0,2240.0,2324.0,2394.0,2628.0,2336.0,2062.0,2998.0,42.28,0.05786,-0.0745,-0.09973,-936.0
-73.92073833,40.842685,2021-07-24 15:50:00,0.999876688,POINT (-73.92073833 40.842685),0.7140748731945051,0.1368740797477055,27.10349074693062,47.880424377557816,3.2482546265346897,161.3429163881221,441.136885914154,1320.0,1320.0,1838.0,2086.0,2332.0,2268.0,2274.0,2424.0,2706.0,2464.0,2062.0,2656.0,42.34,0.0749,-0.0807,-0.1375,-594.0
-73.920695,40.84272833,2021-07-24 15:50:00,0.995549258,POINT (-73.920695 40.84272833),0.7145035004761461,0.1363179626728499,27.103868459898752,47.88010961675104,3.248065770050624,161.32591930455612,441.33203761435533,1320.0,1320.0,1838.0,2086.0,2332.0,2268.0,2274.0,2424.0,2706.0,2464.0,2062.0,2656.0,42.34,0.0749,-0.0807,-0.1375,-594.0
-73.920655,40.84276667,2021-07-24 15:50:00,0.995549258,POINT (-73.920655 40.84276667),0.7148884278102845,0.135820508676198,27.104206595569234,47.87982783702564,3.2478967022153844,161.31070319938462,441.50674104410285,1320.0,1320.0,1703.0,1939.0,2132.0,2268.0,2274.0,2424.0,2364.0,2464.0,2062.0,2656.0,42.34,0.11115,-0.0807,-0.1747,-594.0
-73.92061833,40.842805,2021-07-24 15:50:00,0.995549258,POINT (-73.92061833 40.842805),0.7152619291905387,0.13533389561599662,27.104537107987724,47.87955241001022,3.2477314460061373,161.29583014055237,441.6775057936581,1320.0,1320.0,1703.0,1939.0,2132.0,2268.0,2274.0,2424.0,2364.0,2464.0,2062.0,2656.0,42.34,0.11115,-0.0807,-0.1747,-594.0
-73.92058333,40.84284667,2021-07-24 15:50:00,0.995549258,POINT (-73.92058333 40.84284667),0.7156513792752639,0.13482059620242393,27.104885334198084,47.87926222150159,3.2475573329009575,161.28015996108616,441.85742266901076,1320.0,1320.0,1222.0,1388.0,1569.0,1819.0,1872.0,1952.0,1885.0,1966.0,2062.0,2120.0,42.34,0.1688,0.0274,-0.23,-58.0
-73.92055167,40.84288833,2021-07-24 15:50:00,0.993385543,POINT (-73.92055167 40.84288833),0.7160293679629304,0.13431818590096167,27.10522591477522,47.87897840435398,3.2473870426123885,161.26483383511496,442.03338930053195,1320.0,1320.0,1222.0,1388.0,1569.0,1819.0,1872.0,1952.0,1885.0,1966.0,2062.0,2120.0,42.34,0.1688,0.0274,-0.23,-58.0
-73.92051167,40.84293333,2021-07-24 15:50:00,0.993385543,POINT (-73.92051167 40.84293333),0.7164574547797469,0.13375672883729983,27.10560727067507,47.87866060777077,3.247196364662465,161.24767281962184,442.23042318211975,1320.0,1320.0,1181.0,1442.0,1530.0,1819.0,1872.0,1952.0,1733.0,1966.0,2062.0,2120.0,42.34,0.1503,0.0274,-0.2462,-58.0
-73.92047167,40.84299,2021-07-24 15:50:00,0.986894399,POINT (-73.92047167 40.84299),0.7169611575265967,0.13308320894232328,27.10606381441349,47.87828015465542,3.2469680927932565,161.22712835139308,442.4663041136352,1453.0,1453.0,1212.0,1448.0,1578.0,1432.0,1705.0,1846.0,1881.0,1783.0,2178.0,2038.0,41.62,0.12085,0.0825,-0.2073,140.0
-73.92038333,40.84311167,2021-07-24 15:50:00,0.986894399,POINT (-73.92038333 40.84311167),0.7180509649904743,0.1316291970457295,27.107050297563525,47.87745808536372,3.2464748512182355,161.1827366096412,442.97598707449,1304.0,1304.0,1262.0,1422.0,1520.0,1713.0,1997.0,2172.0,2336.0,2060.0,2380.0,2300.0,41.62,0.2087,0.0457,-0.265,80.0
-73.92034,40.843175,2021-07-24 15:50:00,0.989058114,POINT (-73.92034 40.843175),0.7186091403950813,0.13088094862912714,27.107557992503857,47.877035006246786,3.246221003748072,161.15989033732652,443.23829612699205,1304.0,1304.0,1262.0,1422.0,1520.0,1713.0,1997.0,2172.0,2336.0,2060.0,2380.0,2300.0,41.62,0.2087,0.0457,-0.265,80.0
